Control Number,File Name,File Extension,File Type Category,File Size (bytes),MD5 Hash,SHA256 Hash,Custodian,Custodian Email,Custodian Department,Custodian Org,Narrative Phase,Narrative Phase Name,Processing Folder Path,Virtual Path,Container ID,Container Name,Level,Primary Date,Sort Date,Language,Has Images,Has Natives,OCR Flag,Supported by Viewer,Extracted Text Preview,Images?,OCR Required?,Native Produced?,Redactable?,Analytics Eligible?,Dedup Method,Workflow Stage,Cull Reason,Processing Status,Processing Error Type,Duplicate Spare,ECA Exclusion Reason,Batch Name,Batch Status,Reviewer,Date First Assigned,Responsiveness,Privilege,Privilege Reason,Hot Doc,Issue Tags,Bates Begin,Bates End,Page Count,Production Set,Bates Prefix,Redacted,Redaction Reason,TAR Score,AL Predicted Relevant,Email From,Email From SMTP,Email To,Email To SMTP,Email CC,Email CC SMTP,Email BCC,Email BCC SMTP,Email Subject,Message ID,In Reply To,Date Sent,Date Received,Conversation Topic,Conversation Index,Has Attachments,Attachment Count,Email Thread ID,Email Threading Inclusive,Importance,Parent Document ID,Family ID,Author,Last Modified By,Date Created,Date Last Modified,Title,Company,Word Count,Slide Count,Sheet Names,PDF Author,PDF Creator,PDF Producer,PDF Page Count,Is Encrypted,Is Form,Rsmf/Application,Rsmf/Participants,Rsmf/MessageCount,Rsmf/BeginDate,Rsmf/EndDate,Rsmf/EventCollectionId,Rsmf/HasPlaceholders,Camera Make,Camera Model,Date Taken,GPS Latitude,GPS Longitude,GPS Altitude,GoogleDrive/DocID,GoogleDrive/DocumentType,GoogleDrive/SharedDriveID,Record Type
DOC-0000693,FW: State AG Investigation — Great Lakes.eml,eml,Email - EML,151119,4f2e8a0863b3dfd00ef90bcc8988266f,003eea09ac78dec5d639d8aad650e1f322315476c00505394e3b744ffd236d28,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\04,Mallinckrodt\Thomas_Bradley\Email - EML\DOC-0000693.eml,,,1,2015-04-26 00:00:00,2015-04-26 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: State AG Investigation — Great Lakes — Document Preservation — Thomas Bradley 2015-04-26,Yes,No,Yes,Image Only,Yes,MD5,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,3,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,FW: State AG Investigation — Great Lakes — Document Preservation,<cb6bb8fe0ae689d6.6365798b@mallinckrodt.com>,,2015-04-26 00:00:00,2015-04-26 00:04:00,FW: State AG Investigation — Great Lakes — Document Preservation,80a24679ed95e82991eca6b72d7b3702,No,0,THR-000086,No,High,,FAM-000262,,,2015-04-26,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000698,RE: Crisis Communications Plan — Opioid .eml,eml,Email - EML,197930,b347fd7bf0e3b50fbc7d0e39c3a623ce,1850147b62b97bbf7e35cb467b769a50e54984aef3e205de67f396b405109ebf,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Robert_Ashton\2015\07,Mallinckrodt\Robert_Ashton\Email - EML\DOC-0000698.eml,,,1,2015-07-25 00:00:00,2015-07-25 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Crisis Communications Plan — Opioid Media Inquiries — Robert Ashton 2015-07-25,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,QC R-0003,Completed,Taylor Kim,2018-11-01,Not Sure,,,No,,,,3,,MNK,No,,37.61,No,Robert Ashton,robert.ashton@mallinckrodt.com,Lisa Torres,lisa.torres@mallinckrodt.com,,,,,RE: Crisis Communications Plan — Opioid Media Inquiries,<0b1f7526a69083d0.6c286e65@mallinckrodt.com>,,2015-07-25 00:00:00,2015-07-25 00:17:00,RE: Crisis Communications Plan — Opioid Media Inquiries,5ec7a8f6b92d933da10ff3dbc1699add,No,0,,Yes,Low,,FAM-000145,,,2015-07-25,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000665,RE: DEA Response Preparation — SOM Docum.eml,eml,Email - EML,148696,b8895a75e80f58fb2d0f0209640933ec,db1f3973a1943347b9ebce1f935b67b42fbd9d23a5168cda99d6bf8506dba492,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Robert_Ashton\2013\08,Mallinckrodt\Robert_Ashton\Email - EML\DOC-0000665.eml,,,1,2013-08-11 00:00:00,2013-08-11 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: DEA Response Preparation — SOM Documentation — Robert Ashton 2013-08-11,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,2,,MNK,No,,39.3,No,Robert Ashton,robert.ashton@mallinckrodt.com,Patricia Morrison,patricia.morrison@mallinckrodt.com,,,,,RE: DEA Response Preparation — SOM Documentation,<c8ba52267c115895.3f027521@mallinckrodt.com>,,2013-08-11 00:00:00,2013-08-11 00:12:00,RE: DEA Response Preparation — SOM Documentation,5f9f9701b819544a20b8d865580e60e4,No,0,,Yes,Low,,FAM-000110,,,2013-08-11,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000993,DOC-0000993.doc,doc,Office - Word (DOC),380086,ea5af913ea591204aefc5daea19cbbff,7766fa13429e5407096cfb05f53e0a4cdc986ec20373580ac33fc2a6abcda916,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Robert_Ashton\2013\10,Mallinckrodt\Robert_Ashton\Office - Word (DOC)\DOC-0000993.doc,,,1,2013-10-25 00:00:00,2013-10-25 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] Speaker Bureau Payment Summary — Q4 2015 — Robert Ashton 2013-10-25,Yes,No,Yes,Image Only,Yes,SHA256,Review: Queued,,Complete,,No,,,,,,,,,No,,,,2,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Robert Ashton,Robert Ashton,2013-10-25,2013-10-25,Speaker Bureau Payment Summary — Q4 2015,Mallinckrodt Inc.,7207,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000716,FW: DEA Administrative Subpoena — Produc.eml,eml,Email - EML,82116,95cfbd816c47016cecb359bf6cdb930c,d43d347da0c4e0f916e4e6e75fa8c28aca10c941d2b7828638942fe2352d855e,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2016\05,Mallinckrodt\Gregory_Nash\Email - EML\DOC-0000716.eml,,,1,2016-05-18 00:00:00,2016-05-18 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: DEA Administrative Subpoena — Production Deadline December 2013 — Gregory Nash 2016-05-18,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,Legal Hold,MNK00000474,MNK00000475,2,VOL001,MNK,No,,79.62,Yes,Gregory Nash,gregory.nash@mallinckrodt.com,Patricia Morrison,patricia.morrison@mallinckrodt.com,,,,,FW: DEA Administrative Subpoena — Production Deadline December 2013,<50261309a830b0ba.be98703f@mallinckrodt.com>,,2016-05-18 00:00:00,2016-05-18 00:12:00,FW: DEA Administrative Subpoena — Production Deadline December 2013,054a778bc0383a8189d8953b812cfa6f,No,0,,Yes,High,,FAM-000139,,,2016-05-18,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001011,DOC-0001011.doc,doc,Office - Word (DOC),244729,8f63fdb23ef2c525bad79fa1529954a6,96d0a7d212cb83024edbb0cb4a337f1b91cd3af7b7dfc38cf36397c02b220ef0,Lisa Torres,lisa.torres@mallinckrodt.com,Administration,Mallinckrodt,2,Pressure,\\Collection\Lisa_Torres\2014\08,Mallinckrodt\Lisa_Torres\Office - Word (DOC)\DOC-0001011.doc,,,1,2014-08-15 00:00:00,2014-08-15 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] DEA SOM Inspection Preparation — Checklist — Lisa Torres 2014-08-15,Yes,No,Yes,Image Only,Yes,SHA256,Review: Queued,,Complete,,No,,,,,,,,,No,,,,25,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Lisa Torres,Lisa Torres,2014-08-15,2014-09-06,DEA SOM Inspection Preparation — Checklist,Mallinckrodt Inc.,6372,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000867,DOC-0000867.docx,docx,Office - Word (DOCX),226791,ade4f5f9696682a8dc239ca9d5186ad4,66548fd6802725052f88198b4de53f263771ad8920514ac655504d754886e36f,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2013\08,Mallinckrodt\Sarah_Chen\Office - Word (DOCX)\DOC-0000867.docx,,,1,2014-09-20 00:00:00,2014-09-20 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Speaker Bureau Payment Summary — Q3 2014 — Sarah Chen 2013-08-17,Yes,No,Yes,Image Only,Yes,SHA256,Review: Queued,,Complete,,No,,,,,,,,,No,,,,11,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000160,FAM-000291,Sarah Chen,Sarah Chen,2013-08-17,2013-08-26,Speaker Bureau Payment Summary — Q3 2014,Mallinckrodt Inc.,6528,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000909,DOC-0000909.docx,docx,Office - Word (DOCX),637690,2fa0bdbd011e6a9de6aa2fe65f0a1c6b,8cd39b4e7622d6797e51471be49a4f584aeedf7232256d64c9947eba25b85a8e,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2016\09,Mallinckrodt\Patricia_Morrison\Office - Word (DOCX)\DOC-0000909.docx,,,1,2016-03-25 00:00:00,2016-03-25 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Internal Investigation Findings — SOM Override Review — Patricia Morrison 2016-09-20,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,Speaker Bureau Payments,MNK00000476,MNK00000497,22,VOL001,MNK,Yes,PII - Patient Information,33.07,No,,,,,,,,,,,,,,,,No,0,,,,DOC-0000170,FAM-000178,Patricia Morrison,Patricia Morrison,2016-09-20,2016-10-17,Internal Investigation Findings — SOM Override Review,Mallinckrodt Inc.,5848,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000097,FW: SOM Archive Cleanup — February 2013.msg,msg,Email - MSG,195218,a6663769e1d46f8221c50e41e8cee951,a79313b817e52113462623bee0688849eec71a30dfda35b228b2bf214d470ed6,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\08,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000097.msg,,,1,2016-08-02 00:00:00,2016-08-02 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: SOM Archive Cleanup — February 2013 — Sarah Chen 2016-08-02,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,Speaker Bureau Payments,MNK00000498,MNK00000499,2,VOL001,MNK,No,,12.48,No,Sarah Chen,sarah.chen@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Southeast,<401983035c457e4d.1519830c@mallinckrodt.com>,<86413c79e90f0aac.c92215cd@mallinckrodt.com>,2016-08-02 00:00:00,2016-08-02 00:01:00,FW: SOM Archive Cleanup — February 2013,a61f0b96e75f745aaa1d3fc65f31273d,No,0,THR-000110,No,Normal,DOC-0000650,FAM-000286,,,2016-08-02,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001307,DOC-0001307.jpg,jpg,Image - JPEG,1541511,3006c430209bb6931c1b06a191ea8f49,855ad5d596978820a50504a299250e145d29915e40e8e3bc763354507df2ae2c,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2016\10,Mallinckrodt\Thomas_Bradley\Image - JPEG\DOC-0001307.jpg,,,1,2016-10-13 00:00:00,2016-10-13 00:00:00,English,Yes,Yes,Yes,Yes,[Image - JPEG]  — Thomas Bradley 2016-10-13,Yes,Yes,Yes,Image Only,After OCR,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,Privileged,Attorney-Client — Outside Counsel,No,Speaker Bureau Payments,,,2,,MNK,No,,32.45,No,,,,,,,,,,,,,,,,No,0,,,,,,,,2016-10-13,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,Apple,iPhone 12 Pro,2016-10-13 00:00:00,,,,,,,EDoc
DOC-0000453,FW: IRC Payer Response — Cardinal Health.msg,msg,Email - MSG,259593,b39bfeb6d632919d7e99a2c2aa3794fb,c51b2775dd7b99a61aedbcfda357e4ea0e80c78a6bf2d5d96eb6d54bf6972fbb,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,2,Pressure,\\Collection\Dr._Alec_Harrington\2013\09,Insys\Dr._Alec_Harrington\Email - MSG\DOC-0000453.msg,,,1,2013-09-19 00:00:00,2013-09-19 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: IRC Payer Response — Cardinal Health — Prior Auth Approval — Dr. Alec Harrington 2013-09-19,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,Sales Incentives,INSYS00000001,INSYS00000002,2,VOL001,INSYS,No,,28.51,No,Dr. Alec Harrington,alec.harrington@insysrx.com,Patricia Morrison,patricia.morrison@mallinckrodt.com,,,,,RE: DEA Suspicious Order Monitoring — December 2014 — Threshold Review,<d7a29c6c47bb6bb0.b95b7efe@mallinckrodt.com>,<2bb4a40813b4c4f6.ade03e6c@mallinckrodt.com>,2013-09-19 00:00:00,2013-09-19 00:28:00,FW: IRC Payer Response — Cardinal Health — Prior Auth Approval,406d7f7ce79c797d469f2152bb815c56,No,0,THR-000125,Yes,Low,DOC-0000363,FAM-000301,,,2013-09-19,,,Insys Therapeutics,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000250,RE: SOM Records Preservation — June 2013.msg,msg,Email - MSG,28611,a87319fe981dc53044f20d97f4881671,73fe7e1df36deb139f534d9aa7faf0090b398e89f842e16354555290017c75c5,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2015\04,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000250.msg,,,1,2015-04-07 00:00:00,2015-04-07 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Records Preservation — June 2013 — Legal Hold Reminder — Sarah Chen 2015-04-07,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Non-Responsive,,,No,,,,4,,MNK,No,,23.05,No,Sarah Chen,sarah.chen@mallinckrodt.com,FDA CDER,cder@fda.hhs.gov,,,,,RE: SOM Records Preservation — June 2013 — Legal Hold Reminder,<f28a030b532da8fe.bb468c13@mallinckrodt.com>,,2015-04-07 00:00:00,2015-04-07 00:27:00,RE: SOM Records Preservation — June 2013 — Legal Hold Reminder,f5185923e8292e3bbbfc5dc1fff446b9,No,0,THR-000090,No,Low,,FAM-000266,,,2015-04-07,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000573,RE: Crisis Communications Plan — Opioid .msg,msg,Email - MSG,99395,ee6f5a9cf446023621f66088efef1246,ea7323915840f42533decf962bd6f0fbee3c8687b704eced5b9df42d506f6bc0,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Robert_Ashton\2016\01,Mallinckrodt\Robert_Ashton\Email - MSG\DOC-0000573.msg,,,1,2016-01-29 00:00:00,2016-01-29 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Crisis Communications Plan — Opioid Media Inquiries — Robert Ashton 2016-01-29,Yes,No,Yes,Image Only,Yes,MD5,Review: In Progress,,Complete,,No,,,,,,,,,No,,,,4,,MNK,No,,,,Robert Ashton,robert.ashton@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: SOM Policy Exception Request — Cardinal Health — April 2014,<66bc6735f605070b.1bd4a24e@mallinckrodt.com>,<db4bb8eb537d0bd1.46b518de@mallinckrodt.com>,2016-01-29 00:00:00,2016-01-29 00:07:00,RE: Crisis Communications Plan — Opioid Media Inquiries,14433a8eed5acddc8b7080c27799f25b,No,0,THR-000158,No,Normal,DOC-0000118,FAM-000334,,,2016-01-29,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000347,FW: Compliance Escalation — Southeast Or.msg,msg,Email - MSG,209120,1d0678b755f8bbb8c3dc5b92f95ca96d,984ad4638d8142152d4900585f84e3c56daa8c7e757576022d02223fed2532e5,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\07,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000347.msg,,,1,2013-07-15 00:00:00,2013-07-15 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Compliance Escalation — Southeast Order Patterns — Michael Brennan 2013-07-15,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,5,,MNK,No,,43.76,No,Michael Brennan,michael.brennan@mallinckrodt.com,Patricia Morrison,patricia.morrison@mallinckrodt.com,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Northwest,<8af2820e29a3e5f6.6f959489@mallinckrodt.com>,<133ee71e2fc82f4d.039663d0@mallinckrodt.com>,2013-07-15 00:00:00,2013-07-15 00:12:00,FW: Compliance Escalation — Southeast Order Patterns,a8dbe9a1d857ec6048f7972661ae2255,No,0,THR-000114,No,High,DOC-0000575,FAM-000290,,,2013-07-15,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001157,DOC-0001157.pptx,pptx,Office - PowerPoint (PPTX),5150503,273789fe1c62a05006f7960c9a51cbea,4b6b4bfcc9a1db15494dc24a872a14b3fa3a6c5cd76bd449475f6ff7d71da75a,Bradley Tevelow,bradley.tevelow@mckinsey.com,Healthcare Practice,McKinsey,2,Pressure,\\Collection\Bradley_Tevelow\2014\12,McKinsey\Bradley_Tevelow\Office - PowerPoint (PPTX)\DOC-0001157.pptx,,,1,2014-12-09 00:00:00,2014-12-09 00:00:00,English,Yes,Yes,No,Yes,[Office - PowerPoint (PPTX)] Sales Incentive Acceleration Plan — 2014 — Bradley Tevelow 2014-12-09,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Responsive,,,No,McKinsey Strategy,MCK00000025,MCK00000041,17,VOL001,MCK,No,,85.15,Yes,,,,,,,,,,,,,,,,No,0,,,,,,Bradley Tevelow,Bradley Tevelow,2014-12-09,2014-12-24,Sales Incentive Acceleration Plan — 2014,McKinsey & Company,,43,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0001207,DOC-0001207.pdf,pdf,PDF - Text,1556594,8e070c16fe590f3b92e322737deff4fc,e2a06bd86a20578123761e87eb15f8320c5bef4435474403a8d7ecd01febf83d,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Robert_Ashton\2016\11,Mallinckrodt\Robert_Ashton\PDF - Text\DOC-0001207.pdf,,,1,2016-11-21 00:00:00,2016-11-21 00:00:00,English,Yes,Yes,No,Yes,[PDF - Text]  — Robert Ashton 2016-11-21,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0002,Not Started,Sam Rivera,2018-12-28,Non-Responsive,,,No,,,,22,,MNK,No,,13.12,No,,,,,,,,,,,,,,,,No,0,,,,,,,,2016-11-21,,,Mallinckrodt Inc.,,,,Robert Ashton,Adobe Acrobat,Adobe PDF Library,22,No,No,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000953,DOC-0000953.docx,docx,Office - Word (DOCX),113663,f2df8f171d5c795c95a4d81baeee0e2c,c8422488e73b63f363cbb1482062c43e9ade704c77bb271aefa60f91ac5355e0,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\01,Mallinckrodt\Sarah_Chen\Office - Word (DOCX)\DOC-0000953.docx,DOC-0001421,DOC-0001421.zip,1,2016-01-17 00:00:00,2016-01-17 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] Legal Hold Custodian Inventory — August 2014 — Sarah Chen 2016-01-17,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,Privileged,Attorney-Client Communication,No,Speaker Bureau Payments,,,5,,MNK,No,,14.72,No,,,,,,,,,,,,,,,,No,0,,,,,,Sarah Chen,Sarah Chen,2016-01-17,2016-02-16,Legal Hold Custodian Inventory — August 2014,Mallinckrodt Inc.,2983,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000138,RE: Congressional Inquiry — Opioid Distr.msg,msg,Email - MSG,28249,d06405a85bd29cb108453b2f8a8a4105,dd6640718fd7b1a1bd4f6118acef45c4de3790fb9db94eee1a3c213173dd3bc6,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2015\01,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000138.msg,DOC-0000808,DOC-0000808.mbox,1,2015-01-14 00:00:00,2015-01-14 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Congressional Inquiry — Opioid Distribution Practices — Sarah Chen 2015-01-14,Yes,No,Yes,Image Only,Yes,MD5,Review: Queued,,Complete,,No,,,,,,,,,No,,,,3,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Michael Brennan,michael.brennan@mallinckrodt.com,,,,,RE: DEA Response Preparation — SOM Documentation,<be0ec2da396c357b.a5a99ebc@mallinckrodt.com>,<36df253cac98c942.e2fba2a1@mallinckrodt.com>,2015-01-14 00:00:00,2015-01-14 00:05:00,RE: Congressional Inquiry — Opioid Distribution Practices,82cbcdc73cd30e99638e13888faf6d4a,No,0,THR-000085,No,Normal,DOC-0000494,FAM-000261,,,2015-01-14,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000580,RE: SOM Records Preservation — October 2.msg,msg,Email - MSG,251981,ea524c69931884729fa6f3eadb65e8d6,d586cc32d64894cd2766fe92d8736d60b7f238627f4a3544817c781a6fbc2464,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2015\07,Mallinckrodt\Gregory_Nash\Email - MSG\DOC-0000580.msg,,,1,2015-07-11 00:00:00,2015-07-11 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Records Preservation — October 2016 — Legal Hold Reminder — Gregory Nash 2015-07-11,Yes,No,Yes,Image Only,Yes,MD5,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Non-Responsive,,,No,,,,4,,MNK,No,,3.14,No,Gregory Nash,gregory.nash@mallinckrodt.com,Lisa Torres,lisa.torres@mallinckrodt.com,,,,,RE: Internal Investigation Update — SOM Override Findings,<51f323e62126180a.84203c0c@mallinckrodt.com>,<a60c13290c941263.61ecff07@mallinckrodt.com>,2015-07-11 00:00:00,2015-07-11 00:18:00,RE: SOM Records Preservation — October 2016 — Legal Hold Reminder,fe835c517e70b30932371f1493a971f4,No,0,THR-000089,No,Normal,DOC-0000361,FAM-000265,,,2015-07-11,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000007,RE: Ohio AG Subpoena — Opioid Sales Prac.msg,msg,Email - MSG,132806,474a493b3ceddf2d839fbc501223b513,e1e3db63ef7ddc76b92da22b21df306f8a0b3c3336d8393a7c441fe7ab4220a7,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\05,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000007.msg,,,1,2015-05-04 00:00:00,2015-05-04 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination — Thomas Bradley 2015-05-04,Yes,No,Yes,Image Only,Yes,MD5,Review: Queued,,Complete,,No,,,,,,,,,No,,,,1,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination,<93829b43922fe15a.7900f7f9@mallinckrodt.com>,,2015-05-04 00:00:00,2015-05-04 00:08:00,RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination,ceb81f9d7914c120c8dcd19f3e351128,No,0,,Yes,High,,FAM-000024,,,2015-05-04,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000889,DOC-0000889.docx,docx,Office - Word (DOCX),283237,edf27628caa2bc8101f5badfd35d46c4,5c009a69aa373383ef9e3c5cb340e35da3b9fb3d1e1efa474a0d7cd86fca4dbf,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\12,Mallinckrodt\Sarah_Chen\Office - Word (DOCX)\DOC-0000889.docx,DOC-0001423,DOC-0001423.zip,1,2015-07-31 00:00:00,2015-07-31 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] State AG — Multistate Coordination — Settlement Framework — Sarah Chen 2016-12-22,Yes,No,Yes,Image Only,Yes,SHA256,Review: Reviewed,,Complete,,No,,FIRS-0001,Completed,Taylor Kim,2019-02-24,Responsive,,,No,DEA Correspondence,MNK00000500,MNK00000529,30,VOL001,MNK,No,,26.27,No,,,,,,,,,,,,,,,,No,0,,,,DOC-0000289,FAM-000311,Sarah Chen,Sarah Chen,2016-12-22,2017-01-21,State AG — Multistate Coordination — Settlement Framework,Mallinckrodt Inc.,4208,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
